,Unnamed: 0,Number,P_Name,Desc,locality,District,Zone,Contact_No,Openig_Time,Popular_for,Category,Latitude,Longitude,img_path,Charge
245,359,360,Hotel Holiday Inn,,"Swayambhu Marg Chettrapati, Thamel,Swayambhu Marg Chettrapati, Thamel","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,,Kathmandu B&Bs / Inns,27.711368,85.307357,Hotel Holiday Inn.jpg,"NPR†1,105 - NPR†4,420 (Based on Average Rates for a Standard Room) "
246,360,361,Homestay in Kathmandu,"Homestay in Kathmandu is made for those travelers who is willing to know the Nepali culture, life style, History, nature and adventure, you will be enjoying sleeping in quite area of kathamandu which is just ...MoreHomestay in Kathmandu is made for those travelers who is willing to know the Nepali culture, life style, History, nature and adventure, you will be enjoying sleeping in quite area of kathamandu which is just ...Moreattached to nature and see the Kathmandu valley from our rooftop and you will be seeing what is cooking at kitchen and you will have nepali food and continental as well Chinese and indian, you will have time to learn some things you like in Nepali, we also speak in English, you will see the Bonpo monastery and chanting there early morning and we have hike tours and morning walks facility. come and stay with us at homestay in Kathmandu. Less","Ichangunarayan,IchangunarayanVDC-9, Manakamana Marg, Raniban","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Free Wifi,Free Parking,Breakfast included,Restaurant,Room Service,Suites,Bar/Lounge,Kitchenette,Shuttle Bus Service,Pool,Fitness center,Pets Allowed,Wheelchair access",Kathmandu B&Bs / Inns,27.731181,85.284606,Homestay in Kathmandu.jpg,"NPR†1,105 - NPR†4,420 (Based on Average Rates for a Standard Room) "
247,361,362,Travellers Hostel,,"Boudha Road,Boudha Road","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,,Hostels in Kathmandu,40.662227,-73.947726,Travellers Hostel.jpg,"NPR†1,547 - NPR†3,094 (Based on Average Rates for a Standard Room) "
248,362,363,Da Kathmandu Inn,"Da Kathmandu INN, located in the heart of Thamel is not just a hotel but home to many travellers, who come to Nepal to spend their holiday and explore its rich diversity. We here treat to everyone who comes as a ...MoreDa Kathmandu INN, located in the heart of Thamel is not just a hotel but home to many travellers, who come to Nepal to spend their holiday and explore its rich diversity. We here treat to everyone who comes as a ...Morepart of our family. We always aim to make anyone (you might be the one) feel like ‚Äòat home away from home‚Äô. We therefore, would like to invite you into a family. Less","Thamel,Thamel","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Free Wifi,Free Parking,Breakfast included,Restaurant,Airport Transportation,Room Service,Bar/Lounge,Pets Allowed,Business Center,Shuttle Bus Service",Kathmandu Specialty Lodging,27.71519,85.310368,Da Kathmandu Inn.jpg,"NPR†1,547 - NPR†3,094 (Based on Average Rates for a Standard Room) "
249,363,364,Kaveri Inn,,",Pashupati Marga Gyaneshwor","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Star rating provided by Expedia.3 Star Hotel ",Kathmandu B&Bs / Inns,27.708646,85.331464,Kaveri Inn.jpg,"NPR†5,304 - NPR†8,288 (Based on Average Rates for a Standard Room) "
250,364,365,Hotel Mystic Buddha,"Hotel Mystic Buddha with its magnificent view of swayambhunath stupa is tucked away in the quite green suburbs of the city; spread over a well manicured lush green lawns with an awesome view of the Kathmandu ...MoreHotel Mystic Buddha with its magnificent view of swayambhunath stupa is tucked away in the quite green suburbs of the city; spread over a well manicured lush green lawns with an awesome view of the Kathmandu ...Morevalley, surrounding hills and mountain ranges on a clear day.Rooms in the Mystic Buddha are spacious with simple elegance of international standards, tastefully decorated and well furnished. All 18 well appointed rooms feature spectacular view of hotels garden, surrounding hills and magnificent sunset in the southwest complemented by an excellence variety of dining facility. The rooms are categories as standard and duplex rooms where longer staying are welcome too.The curve restaurant and bar overlooks swayambhu stupa and surrounding suburbs. The restaurant offers flavors from all around the world. It provides multi-cultural menu. All food prepares to experience a whole new taste and eye appealing garnished with an affordable price to all the foodies. Bar is equipped with whole range of Imported/Domestic spirits, wines, beers and soft drinks. Discover recreation at Hotel Mystic Buddha feel relaxation and meet colonial charm. Less","Ananda Nagar Tole, Thado Bharang,West Ring Road, Swoyambhu,Ananda Nagar Tole, Thado Bharang,West Ring Road, Swoyambhu","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Free Wifi,Free Parking,Breakfast included,Restaurant,Room Service,Bar/Lounge,Laundry Service,Pool,Suites,Fitness center,Kitchenette,Pets Allowed,Wheelchair access",Kathmandu Hotels,27.711858,85.28271,Hotel Mystic Buddha.jpg,"NPR†5,304 - NPR†8,288 (Based on Average Rates for a Standard Room) "
251,366,367,Hotel Pashupati Plaza,,"Pingalasthan,PingalasthanGPO Box 11502, Gaushala","Kathmandu 11502, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,,Kathmandu Hotels,27.704982,85.347794,Hotel Pashupati Plaza.jpg,"NPR†2,984 - NPR†3,757 (Based on Average Rates for a Standard Room) "
252,368,369,Hotel Lotus Gems,,"Boudha Road,Boudha Road","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,,Kathmandu Specialty Lodging,27.72255,85.362213,Hotel Lotus Gems.jpg,"NPR†3,205 - NPR†5,415 (Based on Average Rates for a Standard Room) "
253,369,370,Khumbila Hotel,"Khumbila Hotel is a boutique hotel in Kathmandu, a homely retreat combining the best in modern amenities with traditional Nepalese hospitality. Located along the prestigious world heritage site, a walking ...MoreKhumbila Hotel is a boutique hotel in Kathmandu, a homely retreat combining the best in modern amenities with traditional Nepalese hospitality. Located along the prestigious world heritage site, a walking ...Moredistance to holy temple Pashupathinath and Boudhanath Stupa and close proximity (2km) to airport and major tourists attractions. Named after the sacred mountain, we offer a peaceful and relaxing atmosphere, privacy and attentive service to make you happy and relaxed. Khumbila or Khumbu Yul-Lha, translated as ""God of Khumbu"", the mountain is considered too sacred to be climbed in the Everest region, and known for home to the patron God of the local area. Less","Gaushala,GaushalaNear Pashupatinath Temple","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Free Wifi,Free Parking,Breakfast included,Air Conditioning,Hot Tub,Non-Smoking Rooms,Restaurant,Airport Transportation,Room Service,Suites,Bar/Lounge,Multilingual Staff,Pets Allowed,Business Center, Laundry Service ",Kathmandu B&Bs / Inns,27.705086,85.344841,Khumbila Hotel.jpg,"NPR†3,205 - NPR†5,415 (Based on Average Rates for a Standard Room) "
254,371,372,Hotel Holiday Taj,,",","Kathmandu, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Star rating provided by Expedia.3 Star Hotel ",Kathmandu B&Bs / Inns,27.706715,85.317936,Hotel Holiday Taj.jpg,"NPR†2,652 - NPR†3,536 (Based on Average Rates for a Standard Room) "
255,372,373,Hotel Tranquil,,"Lainchaur Thamel Hanuman Chwok Marg,Lainchaur Thamel Hanuman Chwok MargHanumanchwokmarg","Kathmandu 00977, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Free Wifi,Free Parking,Breakfast included,Air Conditioning,Non-Smoking Hotel,Restaurant,Airport Transportation, Room Service , Bar/Lounge , Multilingual Staff , Dry Cleaning ,Star rating provided by Expedia.3 Star Hotel ",Kathmandu Specialty Lodging,27.719863,85.314145,Hotel Tranquil.jpg,"NPR†1,326 - NPR†1,658 (Based on Average Rates for a Standard Room) "
256,373,374,Hotel Holiday House,Hotel Holiday House is conveniently located at the heart of the city. The hotel reflects a unique blend of Nepalese cultural hospitality and every aspect of the modern - day renovation. We ensure to deliver you ...MoreHotel Holiday House is conveniently located at the heart of the city. The hotel reflects a unique blend of Nepalese cultural hospitality and every aspect of the modern - day renovation. We ensure to deliver you ...Morethe unexpected luxury of accommodation that comes with world class amenities. Less,"Saat Ghumti Marg,Saat Ghumti Marg","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Free Wifi,Breakfast included,Air Conditioning,Non-Smoking Hotel,Restaurant,Family Rooms,Conference Facilities, Dry Cleaning ,Star rating provided by Expedia.3 Star Hotel ",Kathmandu B&Bs / Inns,27.715776,85.310107,Hotel Holiday House.jpg,"NPR†1,326 - NPR†1,658 (Based on Average Rates for a Standard Room) "
257,375,376,Buddha Rooms Nepal,,"Jawalakel Lalitpur,Jawalakel Lalitpur","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Free Wifi,Bar/Lounge,Kitchenette,Laundry Service,Star rating provided by Expedia.3 Star Hotel ",Kathmandu B&Bs / Inns,27.672657,85.308654,Buddha Rooms Nepal.jpg,"NPR†1,105 - NPR†1,547 (Based on Average Rates for a Standard Room) "
258,378,379,Nomad's Apartment,,"Tilingataarmarg 382/81,Tilingataarmarg 382/81Maharajgunj","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Free Wifi,Free Parking,Restaurant,Airport Transportation,Room Service,Kitchenette,Star rating provided by Expedia.3 Star Hotel ",Kathmandu B&Bs / Inns,0,0,Nomad's Apartment.jpg,"NPR†3,426 - NPR†4,420 (Based on Average Rates for a Standard Room) "
259,379,380,Hotel Red Rock,,"Bhagawati Bahal,Bhagawati Bahal","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Free Wifi,Air Conditioning,Airport Transportation,Room Service,Concierge,Laundry Service,Babysitting,Star rating provided by Expedia.3 Star Hotel ",Kathmandu B&Bs / Inns,27.717411,85.312278,Hotel Red Rock.jpg,"NPR†1,989 - NPR†2,763 (Based on Average Rates for a Standard Room) "
260,380,381,Hotel Yog,"Nestled within city of temples in Kathmandu valley in Thamel; a haven for tourists from all around the world, here at Hotel Yog, we bring you the best feeling of hospitality that connects you with the ...MoreNestled within city of temples in Kathmandu valley in Thamel; a haven for tourists from all around the world, here at Hotel Yog, we bring you the best feeling of hospitality that connects you with the ...Moreroots of spirituality. During your stay, you can sun bask while enjoying 180¬∞ paranomic view of the 'city of temples' with the majestic Himalayas providing a dramatic back drop. Less","Kaldhara Marg,Kaldhara Marg","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Free Wifi,Free Parking,Breakfast included,Restaurant,Airport Transportation,Room Service,Bar/Lounge",Kathmandu Lodges,27.717147,85.307034,Hotel Yog.jpg,"NPR†1,989 - NPR†2,763 (Based on Average Rates for a Standard Room) "
261,381,382,Nepal Youth Hostel,,"Amrit Marg, Jyatha, Thamel,Amrit Marg, Jyatha, Thamel","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Star rating provided by Expedia.3 Star Hotel ",Hostels in Kathmandu,27.713978,85.312378,Nepal Youth Hostel.jpg,"NPR†1,437 - NPR†4,089 (Based on Average Rates for a Standard Room) "
262,382,383,Imperial Guest House,,"Thamel, Bahadur Bhawan,Thamel, Bahadur Bhawan","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Star rating provided by Expedia.3 Star Hotel ",Kathmandu B&Bs / Inns,27.71335,85.313298,Imperial Guest House.jpg,"NPR†1,437 - NPR†2,100 (Based on Average Rates for a Standard Room) "
263,386,387,Sara's Backpackers Hostel,,"Baniyatar Rd 11,Tokha Gorkhali Home,Baniyatar Rd 11,Tokha Gorkhali Home","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,,Kathmandu B&Bs / Inns,27.744744,85.316454,Sara's Backpackers Hostel.jpg,"NPR†1,105 - NPR†1,216 (Based on Average Rates for a Standard Room) "
264,387,388,Yakety Yak Hostel,,"350 Amrit Marg,350 Amrit MargMarket Mall","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Free Wifi,Bar/Lounge,Star rating provided by Expedia.2 Star Hotel ",Hostels in Kathmandu,27.713543,85.312427,Yakety Yak Hostel.jpg,"NPR†1,105 - NPR†1,437 (Based on Average Rates for a Standard Room) "
265,389,390,OYO 105 Hotel Travel Inn,,"9 Gaushala,9 Gaushalaopposite Pashupatinath Temple","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Free Wifi,Free Parking,Restaurant,Airport Transportation,Room Service,Bar/Lounge,Star rating provided by Expedia.3 Star Hotel ",Kathmandu Hotels,27.706701,85.344456,OYO 105 Hotel Travel Inn.jpg,"NPR†1,216 - NPR†2,763 (Based on Average Rates for a Standard Room) "
266,399,400,Hotel Ruyi,,"30 Jyatha,Thamel,30 Jyatha,Thamel","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,,Hostels in Kathmandu,27.711978,85.312168,Hotel Ruyi.jpg,"NPR†1,216 - NPR†1,658 (Based on Average Rates for a Standard Room) "
267,401,402,Hotel Himalayan Spire,,"Sambumarga Sinamangal,Sambumarga Sinamangal","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,,Kathmandu B&Bs / Inns,27.700825,85.349676,Hotel Himalayan Spire.jpg,"NPR†1,437 - NPR†2,210 (Based on Average Rates for a Standard Room) "
268,402,403,Home Guest House,,"Boudha Road,Boudha RoadDhara Tole","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,,Kathmandu B&Bs / Inns,27.721145,85.366198,Home Guest House.jpg,"NPR†1,768 - NPR†3,757 (Based on Average Rates for a Standard Room) "
269,404,405,Life Hotel,,"Pandol Marg Baluwatar,Pandol Marg Baluwatar","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,,Kathmandu B&Bs / Inns,27.726761,85.325971,Life Hotel.jpg,"NPR†1,547 - NPR†3,757 (Based on Average Rates for a Standard Room) "
270,408,409,Hotel Red Panda,,"23114, Dhalko, Thamel,23114, Dhalko, Thamel","Kathmandu 33411, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,,Kathmandu Lodges,27.711357,85.30499,Hotel Red Panda.jpg,"NPR†1,105 - NPR†1,326 (Based on Average Rates for a Standard Room) "
271,410,411,New Dakshinkali Village Resort,,"Dallu, Pharping,Dallu, Pharping","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Free Wifi,Air Conditioning,Pool,Non-Smoking Rooms,Restaurant,Room Service,Bar/Lounge,Dry Cleaning",Kathmandu B&Bs / Inns,27.627402,85.261395,New Dakshinkali Village Resort.jpg,"NPR†3,536 - NPR†4,752 (Based on Average Rates for a Standard Room) "
272,411,412,Hotel Kamal,,"Kamal Pokhari,Kamal Pokhari","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Free Wifi,Restaurant,Room Service,Bar/Lounge,Concierge,Laundry Service,Babysitting",Kathmandu B&Bs / Inns,27.710095,85.322383,Hotel Kamal.jpg,"NPR†2,873 - NPR†3,868 (Based on Average Rates for a Standard Room) "
273,412,413,Hotel White Rose,,"Jyatha, Thamel,Jyatha, Thamel","Kathmandu 00977, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Free Wifi,Breakfast included,Restaurant,Airport Transportation,Room Service,Bar/Lounge,Spa",Kathmandu B&Bs / Inns,27.710396,85.313026,Hotel White Rose.jpg,"NPR†1,216 - NPR†1,326 (Based on Average Rates for a Standard Room) "
274,413,414,Deutsch Home,,"Thamel,ThamelKathmandu","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,,Kathmandu Hotels,27.715295,85.310424,Deutsch Home.jpg,"NPR†1,105 - NPR†1,547 (Based on Average Rates for a Standard Room) "
275,414,415,Boudhanath Guest House,,"Boudhanath Sadak,Boudhanath SadakOpposite of Bouddha Nath Stupa Gate","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,,Kathmandu B&Bs / Inns,27.720397,85.361812,Boudhanath Guest House.jpg,"NPR†1,658 - NPR†1,989 (Based on Average Rates for a Standard Room) "
276,415,416,Mandala Suite,"Mandala Suite welcomes you to our beautiful newly built all-standard hotel with 20 Rooms. The hotel is perfectly situated just 3 Km from the Tribhuvan International Airport (TIA) and is situated at heart ...MoreMandala Suite welcomes you to our beautiful newly built all-standard hotel with 20 Rooms. The hotel is perfectly situated just 3 Km from the Tribhuvan International Airport (TIA) and is situated at heart ...Morein thamel. Mandala suite features modern amenities inviting you to experience the Nepalese hospitality to make you feel home away from home. Whether you're a business traveler or a tourist looking forward to a modern and comfort hotel stay, mandala suite will be your choice. Feel the difference with the city's better deal. Our Rooms are fully self contained and elegantly furnished and features. All rooms are fitted with color television with full cable connection with 24 hours hot water facility. 24 hours receptions. Mandala Suite is situated in Kathmandu, 1.2 km from Hanuman Dhoka. Guests can enjoy the on-site restaurant. All rooms have a flat-screen TV with satellite channels. The rooms are equipped with a private bathroom equipped with a bath or shower. Extras include slippers and free toiletries. There is a 24-hour front desk, a cash machine, hairdresser's, and gift shop at the property. Less","Narshing Chowk Marga,Narshing Chowk Marga","Kathmandu 00977, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Free Wifi,Breakfast Available,Non-Smoking Rooms,Restaurant,Airport Transportation,Room Service,Family Rooms,Pets Allowed,Business Center,Laundry Service,Shuttle Bus Service",Kathmandu Hotels,27.714502,85.310508,Mandala Suite.jpg,"NPR†1,658 - NPR†1,989 (Based on Average Rates for a Standard Room) "
